TOA5,CR1000_soil,CR1000,43125,CR1000.Std.22,CPU:Soil_sensors.CR1,4927,Soil,,,,,,,,
TIMESTAMP,RECORD,VW_Avg,VW_2_Avg,VW_3_Avg,Temp_C_Avg,Temp_C_2_Avg,Temp_C_3_Avg,Temp_C_4_Avg,PTemp_C_Avg,shf_Avg,shf_2_Avg,Batt_Volt_Avg,PA_uS_Avg,PA_uS_2_Avg,PA_uS_3_Avg
TS,RN,,,,Deg C,Deg C,Deg C,Deg C,Deg C,W/m^2,W/m^2,Volts,uSec,uSec,uSec
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
2012-04-06 08:00:00,875,0.128,0.713,0.949,17.61,19.34,23.37,24.99,19.73,9.163266,-4.402858,12.64,21.75,38.16,42.86
2012-04-06 08:30:00,876,0.129,0.711,0.949,19.64,19.59,23.15,24.79,21.38,15.20413,29.00734,12.61,21.79,38.12,42.85
2012-04-06 09:00:00,877,0.13,0.709,0.948,21.89,20.18,23.06,24.6,23.38,51.78844,56.74207,12.59,21.85,38.08,42.84
2012-04-06 09:30:00,878,0.132,0.707,0.948,24.63,21.11,22.92,24.44,26.06,127.2977,97.84718,12.51,21.92,38.04,42.82
2012-04-06 10:00:00,879,0.134,0.707,0.947,27.47,22.4,22.87,24.2,28.22,59.8843,113.4997,12.54,22.01,38.03,42.81
2012-04-06 10:30:00,880,0.136,0.707,0.947,30,23.78,22.98,24.1,29.83,169.8166,121.8737,12.53,22.1,38.03,42.8
2012-04-06 11:00:00,881,0.138,0.707,0.946,31.53,24.93,23.13,23.94,31.28,197.6046,129.1445,12.51,22.18,38.05,42.8
2012-04-06 11:30:00,882,0.14,0.709,0.946,34.28,26.29,23.43,23.85,31.94,206.1424,156.9815,12.5,22.26,38.09,42.79
2012-04-06 12:00:00,883,0.143,0.712,0.946,36.4,27.82,23.76,23.83,31.29,200.0232,158.4828,12.49,22.35,38.14,42.78
2012-04-06 12:30:00,884,0.145,0.715,0.945,38.16,29.28,24.13,23.79,32.72,200.7335,158.8407,12.42,22.43,38.2,42.78
2012-04-06 13:00:00,885,0.146,0.718,0.945,39.58,30.61,24.63,23.85,34.42,193.7431,154.7776,12.47,22.5,38.28,42.78
2012-04-06 13:30:00,886,0.148,0.722,0.945,40.48,31.68,25.23,23.97,35.12,182.7713,146.1325,12.49,22.56,38.36,42.78
2012-04-06 14:00:00,887,0.149,0.727,0.946,40.69,32.67,25.81,24.19,33.86,131.9064,120.6351,12.49,22.6,38.46,42.79
2012-04-06 14:30:00,888,0.149,0.731,0.946,40.6,33.32,26.3,24.34,34.94,147.5852,109.8194,12.48,22.61,38.55,42.79
2012-04-06 15:00:00,889,0.149,0.736,0.946,40.69,33.85,26.9,24.57,35.43,124.0837,99.27185,12.48,22.63,38.65,42.8
2012-04-06 15:30:00,890,0.15,0.74,0.947,40.53,34.31,27.4,24.81,35.49,97.1755,81.11732,12.43,22.63,38.74,42.81
2012-04-06 16:00:00,891,0.149,0.744,0.948,39.87,34.68,27.79,25.04,35.24,73.92063,63.75472,12.48,22.62,38.82,42.82
2012-04-06 16:30:00,892,0.149,0.748,0.948,38.92,34.73,28.23,25.38,34.27,45.22588,40.43768,12.48,22.6,38.9,42.84
2012-04-06 17:00:00,893,0.148,0.752,0.949,37.35,34.59,28.51,25.62,33.59,8.170326,12.16308,12.49,22.56,38.98,42.85
2012-04-06 17:30:00,894,0.146,0.755,0.95,35.58,34.11,28.87,25.93,32.8,-15.75272,-9.358352,12.5,22.5,39.04,42.87
2012-04-06 18:00:00,895,0.145,0.757,0.951,33.5,33.35,29.26,26.27,30.95,-43.35128,-32.9422,12.51,22.44,39.09,42.88
2012-04-06 18:30:00,896,0.143,0.759,0.951,31.31,32.39,29.54,26.66,27.87,-75.46109,-54.75176,12.47,22.37,39.13,42.89
2012-04-06 19:00:00,897,0.141,0.76,0.952,29.21,31.35,29.63,26.88,25.11,-81.59505,-62.27926,12.54,22.29,39.15,42.91
2012-04-06 19:30:00,898,0.139,0.76,0.952,27.45,30.33,29.61,27.1,23.32,-86.82751,-69.01592,12.56,22.22,39.14,42.91
2012-04-06 20:00:00,899,0.138,0.76,0.953,26,29.37,29.49,27.27,22.04,-86.88519,-70.83861,12.57,22.15,39.14,42.92
2012-04-06 20:30:00,900,0.136,0.759,0.953,24.78,28.46,29.29,27.39,20.74,-87.76173,-71.64777,12.59,22.1,39.13,42.93
2012-04-06 21:00:00,901,0.135,0.758,0.954,23.74,27.64,29.03,27.47,19.88,-84.67655,-71.10809,12.6,22.04,39.1,42.94
2012-04-06 21:30:00,902,0.134,0.756,0.954,22.78,26.89,28.75,27.49,19.18,-92.10865,-72.95658,12.54,22,39.07,42.95
2012-04-06 22:00:00,903,0.133,0.754,0.955,21.69,26.13,28.48,27.53,17.24,-95.52072,-75.56068,12.58,21.95,39.03,42.95
2012-04-06 22:30:00,904,0.132,0.752,0.955,20.8,25.42,28.16,27.51,15.98,-92.46124,-75.03259,12.66,21.91,38.99,42.96
2012-04-06 23:00:00,905,0.131,0.75,0.955,20.02,24.66,27.89,27.51,15.03,-91.44155,-73.91223,12.68,21.87,38.94,42.96
2012-04-06 23:30:00,906,0.13,0.748,0.955,19.42,24.09,27.47,27.37,14.76,-83.92718,-70.59762,12.69,21.83,38.89,42.96
2012-04-07 00:00:00,907,0.129,0.745,0.955,19,23.57,27.1,27.23,15.07,-81.29497,-67.08966,12.69,21.8,38.84,42.96
2012-04-07 00:30:00,908,0.128,0.742,0.955,18.49,23.08,26.75,27.12,14.83,-79.86331,-65.01733,12.63,21.77,38.78,42.95
2012-04-07 01:00:00,909,0.128,0.74,0.954,18.01,22.59,26.44,27.01,14.27,-81.00566,-65.63705,12.7,21.75,38.73,42.95
2012-04-07 01:30:00,910,0.127,0.737,0.954,17.55,22.12,26.14,26.89,13.8,-81.75248,-65.43793,12.71,21.72,38.67,42.95
2012-04-07 02:00:00,911,0.126,0.734,0.954,17.03,21.66,25.8,26.73,13.37,-82.0438,-65.75127,12.72,21.69,38.62,42.94
2012-04-07 02:30:00,912,0.126,0.732,0.954,16.55,21.26,25.47,26.57,12.85,-82.14964,-65.72364,12.73,21.67,38.56,42.93
2012-04-07 03:00:00,913,0.125,0.729,0.953,16.11,20.83,25.18,26.42,12.29,-82.18744,-65.2072,12.73,21.65,38.5,42.93
2012-04-07 03:30:00,914,0.125,0.726,0.953,15.7,20.42,24.86,26.25,11.87,-76.17177,-62.18631,12.68,21.62,38.45,42.92
2012-04-07 04:00:00,915,0.124,0.724,0.952,15.39,20.03,24.55,26.06,11.63,-76.29118,-60.88612,12.75,21.6,38.39,42.91
2012-04-07 04:30:00,916,0.124,0.721,0.952,15.05,19.66,24.27,25.9,11.26,-78.50363,-61.33099,12.75,21.58,38.33,42.9
2012-04-07 05:00:00,917,0.123,0.718,0.951,14.63,19.34,23.96,25.72,10.93,-80.11616,-62.90149,12.76,21.56,38.28,42.89
2012-04-07 05:30:00,918,0.123,0.716,0.951,14.24,19,23.67,25.54,10.44,-78.93738,-62.69672,12.77,21.54,38.23,42.88
2012-04-07 06:00:00,919,0.122,0.713,0.95,13.97,18.63,23.4,25.36,10.32,-74.73217,-59.83329,12.78,21.52,38.17,42.87
2012-04-07 06:30:00,920,0.122,0.712,0.95,13.69,18.34,23.11,25.17,10.16,-73.48351,-58.57626,12.72,21.51,38.14,42.87
2012-04-07 07:00:00,921,0.122,0.709,0.95,13.59,18.01,22.82,24.98,10.47,-60.14935,-52.4459,12.78,21.49,38.09,42.86
2012-04-07 07:30:00,922,0.122,0.707,0.949,14.1,17.75,22.54,24.74,13.14,-31.52092,-37.97226,12.75,21.49,38.04,42.85
2012-04-07 08:00:00,923,0.122,0.704,0.948,15.36,17.69,22.25,24.48,16.84,7.009859,-10.43191,12.71,21.51,37.99,42.84
2012-04-07 08:30:00,924,0.123,0.702,0.948,17.8,17.97,22.03,24.23,20.74,41.97942,34.54126,12.65,21.55,37.94,42.82
2012-04-07 09:00:00,925,0.125,0.7,0.947,21.21,18.74,21.9,24.03,25.46,99.85253,82.98537,12.59,21.63,37.89,42.81
2012-04-07 09:30:00,926,0.128,0.699,0.946,25.08,20.29,21.76,23.77,28.95,119.1317,113.2215,12.5,21.74,37.86,42.8
2012-04-07 10:00:00,927,0.13,0.698,0.946,27.34,21.81,21.79,23.6,30.25,68.41774,115.4886,12.55,21.83,37.85,42.79
2012-04-07 10:30:00,928,0.132,0.699,0.945,30.15,23.21,21.93,23.45,32.56,190.0197,134.3398,12.53,21.92,37.86,42.78
2012-04-07 11:00:00,929,0.134,0.7,0.945,32.25,24.45,22.19,23.26,34.84,238.3526,150.672,12.51,22.01,37.89,42.77
2012-04-07 11:30:00,930,0.137,0.702,0.944,35.57,26.06,22.53,23.18,35.81,256.1584,184.1973,12.49,22.11,37.94,42.76
2012-04-07 12:00:00,931,0.139,0.705,0.944,38.26,27.93,22.92,23.15,35.98,245.3419,190.1048,12.49,22.21,37.99,42.75
2012-04-07 12:30:00,932,0.141,0.708,0.943,39.61,29.71,23.42,23.17,36.97,178.1823,151.1945,12.44,22.3,38.07,42.75
2012-04-07 13:00:00,933,0.143,0.713,0.943,40.75,30.9,23.98,23.23,38.8,224.8713,166.7178,12.48,22.36,38.16,42.75
2012-04-07 13:30:00,934,0.144,0.717,0.944,42.2,32.07,24.62,23.37,40.22,245.0658,169.7327,12.48,22.42,38.26,42.75
2012-04-07 14:00:00,935,0.146,0.722,0.944,43.86,33.36,25.26,23.54,41.13,234.9917,174.7438,12.47,22.49,38.36,42.75
2012-04-07 14:30:00,936,0.147,0.727,0.944,44.98,34.71,25.85,23.73,41.95,208.3557,164.6562,12.46,22.54,38.47,42.76
2012-04-07 15:00:00,937,0.148,0.733,0.945,44.44,35.54,26.61,24.06,40.99,163.5156,123.9163,12.47,22.56,38.58,42.77
2012-04-07 15:30:00,938,0.148,0.738,0.945,44.75,36.14,27.08,24.2,42.43,166.9903,124.6401,12.36,22.58,38.69,42.78
2012-04-07 16:00:00,939,0.148,0.743,0.946,44.43,36.87,27.6,24.48,42.95,126.491,99.18607,12.35,22.59,38.8,42.79
2012-04-07 16:30:00,940,0.148,0.748,0.947,43.34,37.19,28.24,24.93,41.4,92.29572,68.58568,12.35,22.57,38.9,42.81
2012-04-07 17:00:00,941,0.147,0.753,0.948,41.96,37.29,28.61,25.21,41.11,61.283,41.91825,12.36,22.53,39,42.83
2012-04-07 17:30:00,942,0.146,0.757,0.949,40.32,36.95,29.12,25.61,40.51,26.45881,16.32436,12.37,22.48,39.08,42.85
2012-04-07 18:00:00,943,0.144,0.76,0.95,38.11,36.2,29.72,26.03,38.46,-14.07759,-12.41328,12.38,22.42,39.16,42.86
2012-04-07 18:30:00,944,0.143,0.763,0.951,35.45,35.13,30.37,26.59,34.56,-71.53399,-46.14983,12.34,22.35,39.22,42.88
2012-04-07 19:00:00,945,0.14,0.766,0.952,32.75,33.93,30.6,27.08,30.29,-80.67395,-57.96416,12.4,22.27,39.26,42.9
2012-04-07 19:30:00,946,0.139,0.766,0.952,30.63,32.78,30.63,27.34,27.33,-84.23083,-64.96176,12.43,22.19,39.28,42.91
2012-04-07 20:00:00,947,0.137,0.767,0.953,28.88,31.7,30.57,27.53,24.87,-89.74766,-68.9721,12.44,22.12,39.29,42.93
2012-04-07 20:30:00,948,0.135,0.767,0.954,27.38,30.67,30.45,27.75,22.61,-91.70017,-71.07191,12.47,22.05,39.29,42.94
2012-04-07 21:00:00,949,0.134,0.766,0.955,26.12,29.73,30.22,27.88,21.04,-88.90308,-70.84528,12.48,22,39.27,42.95
2012-04-07 21:30:00,950,0.133,0.765,0.955,25.06,28.89,29.96,27.98,19.87,-86.19644,-69.20276,12.44,21.95,39.25,42.96
2012-04-07 22:00:00,951,0.132,0.763,0.956,24.08,28.07,29.67,28.02,18.87,-86.29971,-69.3483,12.5,21.9,39.22,42.97
2012-04-07 22:30:00,952,0.13,0.761,0.956,23.27,27.33,29.36,28.04,18.13,-84.85529,-68.61445,12.5,21.86,39.18,42.98
2012-04-07 23:00:00,953,0.13,0.759,0.956,22.49,26.65,29.01,28,17.49,-84.21059,-68.05222,12.52,21.82,39.14,42.98
2012-04-07 23:30:00,954,0.129,0.757,0.956,21.81,26.02,28.69,27.96,16.85,-83.20784,-67.17737,12.54,21.79,39.09,42.99
2012-04-08 00:00:00,955,0.128,0.755,0.956,21.15,25.4,28.38,27.91,16.28,-81.98589,-66.17369,12.55,21.75,39.05,42.99
2012-04-08 00:30:00,956,0.127,0.752,0.956,20.6,24.92,28,27.8,15.84,-79.05119,-63.79576,12.5,21.72,39,42.99
2012-04-08 01:00:00,957,0.126,0.75,0.956,20.04,24.4,27.67,27.68,15.33,-79.15336,-63.69502,12.57,21.69,38.94,42.99
2012-04-08 01:30:00,958,0.126,0.747,0.956,19.56,23.88,27.32,27.53,15.19,-77.13438,-62.39847,12.57,21.67,38.89,42.98
2012-04-08 02:00:00,959,0.125,0.745,0.956,19.07,23.44,27,27.4,14.92,-78.03416,-62.31093,12.58,21.64,38.84,42.98
2012-04-08 02:30:00,960,0.125,0.742,0.956,18.61,22.99,26.69,27.28,14.41,-77.92632,-61.95639,12.58,21.62,38.79,42.98
2012-04-08 03:00:00,961,0.124,0.74,0.956,18.14,22.57,26.39,27.14,13.92,-78.65697,-62.07802,12.59,21.59,38.73,42.97
2012-04-08 03:30:00,962,0.124,0.737,0.955,17.66,22.13,26.07,26.99,13.31,-76.4713,-60.75354,12.55,21.57,38.68,42.97
2012-04-08 04:00:00,963,0.123,0.735,0.955,17.26,21.74,25.78,26.83,13.05,-76.5679,-60.59126,12.61,21.55,38.63,42.96
2012-04-08 04:30:00,964,0.122,0.732,0.954,16.82,21.28,25.54,26.72,12.51,-77.67957,-60.93491,12.62,21.53,38.57,42.95
2012-04-08 05:00:00,965,0.122,0.73,0.954,16.43,20.9,25.25,26.57,12.01,-77.34361,-60.67531,12.63,21.51,38.52,42.94
2012-04-08 05:30:00,966,0.121,0.727,0.954,16.03,20.54,24.95,26.38,11.75,-77.1704,-60.2878,12.63,21.49,38.47,42.94
2012-04-08 06:00:00,967,0.121,0.725,0.953,15.66,20.2,24.62,26.17,11.5,-76.04765,-59.72206,12.64,21.47,38.41,42.93
2012-04-08 06:30:00,968,0.121,0.723,0.953,15.38,19.9,24.31,25.97,11.37,-69.29987,-55.82478,12.59,21.45,38.38,42.93
2012-04-08 07:00:00,969,0.12,0.721,0.953,15.32,19.54,24.04,25.8,12.15,-58.68636,-50.41779,12.64,21.43,38.33,42.92
2012-04-08 07:30:00,970,0.12,0.718,0.952,15.79,19.19,23.76,25.55,16.78,-18.57221,-37.10788,12.59,21.43,38.28,42.91
2012-04-08 08:00:00,971,0.121,0.716,0.951,17.4,19.12,23.49,25.29,21.59,33.14966,4.79933,12.53,21.45,38.22,42.9
2012-04-08 08:30:00,972,0.122,0.713,0.951,20.23,19.55,23.32,25.08,24.64,52.60014,47.47254,12.49,21.51,38.17,42.88
2012-04-08 09:00:00,973,0.124,0.711,0.95,23.27,20.47,23.14,24.93,27.47,89.26385,80.48595,12.46,21.58,38.13,42.87
2012-04-08 09:30:00,974,0.126,0.71,0.95,26.46,21.77,22.98,24.66,30.49,147.5685,114.0498,12.39,21.67,38.11,42.86
2012-04-08 10:00:00,975,0.128,0.71,0.949,29.2,23.32,22.98,24.44,32.65,89.59991,122.2661,12.41,21.75,38.1,42.85
2012-04-08 10:30:00,976,0.13,0.71,0.949,31.95,24.83,23.14,24.32,34.33,175.8685,135.9048,12.39,21.84,38.11,42.84
2012-04-08 11:00:00,977,0.132,0.711,0.948,33.69,26.09,23.35,24.15,36.12,222.0094,141.4702,12.38,21.92,38.13,42.83
2012-04-08 11:30:00,978,0.134,0.713,0.948,36.96,27.54,23.71,24.06,37.67,253.1669,180.9058,12.36,22.01,38.18,42.82
2012-04-08 12:00:00,979,0.137,0.716,0.947,39.63,29.27,24.13,24.06,37.48,252.1689,189.7991,12.35,22.12,38.23,42.82
2012-04-08 12:30:00,980,0.139,0.72,0.947,41.57,31.05,24.59,24.06,38.69,225.955,178.7515,12.31,22.2,38.31,42.82
2012-04-08 13:00:00,981,0.14,0.724,0.947,42.1,32.58,25.18,24.16,39.79,168.0704,145.7072,12.35,22.26,38.39,42.82
2012-04-08 13:30:00,982,0.141,0.728,0.947,41.95,33.47,25.86,24.36,40.08,148.9656,124.5333,12.35,22.29,38.49,42.82
2012-04-08 14:00:00,983,0.141,0.733,0.948,41.8,34.05,26.52,24.57,39.78,131.9919,111.0406,12.34,22.31,38.6,42.83
2012-04-08 14:30:00,984,0.142,0.738,0.948,41.31,34.51,27.16,24.83,38.94,95.91887,88.28282,12.34,22.31,38.69,42.83
2012-04-08 15:00:00,985,0.141,0.743,0.949,40.87,34.68,27.64,25.06,38.75,116.0982,84.79002,12.34,22.3,38.79,42.84
2012-04-08 15:30:00,986,0.142,0.747,0.949,41.11,35.06,28.07,25.29,39.55,96.72137,78.67236,12.3,22.31,38.88,42.85
2012-04-08 16:00:00,987,0.141,0.751,0.95,40.24,35.24,28.63,25.65,38.34,52.96588,54.63413,12.35,22.3,38.96,42.87
2012-04-08 16:30:00,988,0.141,0.754,0.951,38.89,35.09,29.05,26,36.6,43.08171,34.72164,12.35,22.27,39.03,42.88
2012-04-08 17:00:00,989,0.14,0.757,0.951,38.04,34.89,29.41,26.28,35.97,23.70994,26.08303,12.35,22.24,39.1,42.89
2012-04-08 17:30:00,990,0.139,0.76,0.952,36.71,34.55,29.59,26.54,35.07,18.92915,9.152653,12.36,22.2,39.15,42.91
2012-04-08 18:00:00,991,0.138,0.762,0.953,36.02,34.25,29.79,26.75,35.6,6.887763,5.702724,12.36,22.16,39.2,42.92
2012-04-08 18:30:00,992,0.137,0.764,0.954,34.27,33.61,30.16,27.15,32.65,-41.00739,-24.57885,12.33,22.12,39.24,42.94
2012-04-08 19:00:00,993,0.136,0.766,0.954,32.4,32.87,30.24,27.43,30.18,-51.34766,-35.95742,12.39,22.07,39.27,42.95
2012-04-08 19:30:00,994,0.134,0.766,0.955,30.85,32.08,30.24,27.65,28.39,-55.30041,-43.22212,12.4,22.01,39.27,42.96
2012-04-08 20:00:00,995,0.133,0.766,0.955,29.61,31.31,30.2,27.73,27.01,-56.85303,-45.09642,12.42,21.96,39.27,42.97
2012-04-08 20:30:00,996,0.132,0.766,0.956,28.52,30.6,30.11,27.86,25.48,-61.70753,-47.65151,12.42,21.91,39.27,42.98
2012-04-08 21:00:00,997,0.131,0.765,0.956,27.53,29.92,29.95,27.96,24.25,-62.87047,-49.5924,12.43,21.87,39.26,42.99
2012-04-08 21:30:00,998,0.13,0.765,0.957,26.64,29.28,29.77,28.04,23.26,-64.30405,-50.60681,12.4,21.83,39.25,42.99
2012-04-08 22:00:00,999,0.129,0.763,0.957,25.84,28.65,29.56,28.07,22.75,-61.39292,-51.20823,12.46,21.8,39.22,43
2012-04-08 22:30:00,1000,0.128,0.762,0.957,25.25,28.09,29.31,28.05,22.76,-56.41571,-48.41821,12.46,21.77,39.19,43.01
2012-04-08 23:00:00,1001,0.128,0.761,0.958,24.75,27.61,29.06,28.04,22.7,-56.62594,-47.45428,12.46,21.74,39.16,43.01
2012-04-08 23:30:00,1002,0.127,0.759,0.958,24.11,27.12,28.87,28.05,21.87,-64.26279,-50.29109,12.47,21.71,39.13,43.01
2012-04-09 00:00:00,1003,0.126,0.757,0.958,23.45,26.61,28.63,28.02,20.65,-64.06094,-51.18436,12.49,21.68,39.1,43.01
2012-04-09 00:30:00,1004,0.126,0.755,0.958,22.96,26.19,28.33,27.94,19.96,-57.58764,-47.24605,12.45,21.66,39.06,43.01
2012-04-09 01:00:00,1005,0.125,0.754,0.958,22.54,25.78,28.09,27.86,19.47,-61.18882,-48.06726,12.51,21.63,39.02,43.01
2012-04-09 01:30:00,1006,0.124,0.752,0.958,22,25.35,27.85,27.78,18.79,-65.54083,-50.726,12.55,21.61,38.98,43.01
2012-04-09 02:00:00,1007,0.124,0.75,0.958,21.46,24.92,27.61,27.7,18.38,-65.53237,-51.67678,12.56,21.59,38.94,43.01
2012-04-09 02:30:00,1008,0.123,0.748,0.957,20.95,24.52,27.34,27.58,17.88,-66.97829,-52.6825,12.57,21.56,38.9,43.01
2012-04-09 03:00:00,1009,0.123,0.746,0.957,20.53,24.11,27.1,27.5,17.32,-62.886,-51.11602,12.58,21.54,38.86,43
2012-04-09 03:30:00,1010,0.122,0.744,0.957,20.32,23.76,26.83,27.35,17.31,-55.44817,-44.68784,12.53,21.52,38.81,43
2012-04-09 04:00:00,1011,0.122,0.742,0.957,20.05,23.44,26.59,27.23,17.12,-60.12093,-46.26633,12.59,21.51,38.77,42.99
2012-04-09 04:30:00,1012,0.122,0.74,0.956,19.67,23.13,26.34,27.1,16.67,-60.31498,-47.5496,12.6,21.49,38.73,42.99
2012-04-09 05:00:00,1013,0.121,0.737,0.956,19.39,22.82,26.11,26.97,16.36,-57.78282,-45.83133,12.61,21.47,38.68,42.98
2012-04-09 05:30:00,1014,0.121,0.735,0.956,19.19,22.58,25.85,26.81,16.26,-56.38083,-44.27315,12.61,21.46,38.64,42.98
2012-04-09 06:00:00,1015,0.121,0.733,0.955,18.91,22.31,25.65,26.71,15.96,-60.15412,-45.37098,12.62,21.45,38.6,42.97
2012-04-09 06:30:00,1016,0.12,0.733,0.955,18.56,22.02,25.43,26.57,15.65,-53.77303,-43.81689,12.57,21.43,38.58,42.97
2012-04-09 07:00:00,1017,0.12,0.731,0.955,18.54,21.75,25.18,26.39,16.19,-42.82551,-37.81451,12.62,21.42,38.54,42.96
2012-04-09 07:30:00,1018,0.12,0.728,0.955,19.15,21.59,24.91,26.19,18.24,-10.18441,-20.19008,12.59,21.42,38.49,42.95
2012-04-09 08:00:00,1019,0.12,0.726,0.954,20.64,21.74,24.64,25.96,21.37,21.95756,6.256081,12.58,21.44,38.45,42.95
2012-04-09 08:30:00,1020,0.121,0.725,0.954,22.18,22.17,24.48,25.78,23.66,32.14827,23.22598,12.6,21.47,38.41,42.94
2012-04-09 09:00:00,1021,0.122,0.723,0.953,24.13,22.52,24.44,25.68,26.67,81.04704,53.17214,12.55,21.52,38.38,42.93
2012-04-09 09:30:00,1022,0.124,0.722,0.953,27.1,23.35,24.32,25.48,30.52,146.0909,103.6311,12.44,21.59,38.36,42.92
2012-04-09 10:00:00,1023,0.126,0.722,0.952,30.49,24.59,24.29,25.25,33.92,83.07386,130.7611,12.45,21.67,38.35,42.91
2012-04-09 10:30:00,1024,0.128,0.722,0.952,33.99,26.24,24.37,25.12,36.42,199.3763,152.3559,12.43,21.78,38.35,42.9
2012-04-09 11:00:00,1025,0.131,0.723,0.951,35.89,27.68,24.56,24.98,38.13,245.1854,150.6275,12.42,21.86,38.37,42.9
2012-04-09 11:30:00,1026,0.133,0.725,0.951,39.03,29.18,24.97,24.95,39.04,258.1355,184.5273,12.41,21.95,38.41,42.89
2012-04-09 12:00:00,1027,0.135,0.727,0.951,41.58,30.86,25.34,24.9,38.73,262.5595,192.4666,12.4,22.05,38.47,42.89
2012-04-09 12:30:00,1028,0.137,0.731,0.951,43.87,32.54,25.83,24.91,40.37,259.4686,195.6906,12.4,22.14,38.54,42.88
2012-04-09 13:00:00,1029,0.139,0.735,0.951,45.41,34.07,26.46,25.03,41.41,244.5988,186.3576,12.43,22.22,38.63,42.89
2012-04-09 13:30:00,1030,0.141,0.74,0.951,46.26,35.48,27.09,25.16,42.08,219.9994,166.6669,12.43,22.28,38.73,42.89
2012-04-09 14:00:00,1031,0.142,0.745,0.951,47.01,36.59,27.74,25.37,42.01,215.2449,161.7022,12.42,22.32,38.84,42.9
2012-04-09 14:30:00,1032,0.143,0.75,0.952,47.5,37.58,28.33,25.55,42.77,191.8576,148.4425,12.42,22.36,38.95,42.9
2012-04-09 15:00:00,1033,0.143,0.755,0.952,47.62,38.44,28.87,25.75,43.75,173.3799,131.3589,12.42,22.38,39.05,42.91
2012-04-09 15:30:00,1034,0.144,0.76,0.953,47.49,39.15,29.38,25.99,44.76,146.1373,106.2338,12.37,22.39,39.16,42.93
2012-04-09 16:00:00,1035,0.143,0.765,0.954,46.89,39.54,30.05,26.36,45.19,122.7473,92.03844,12.42,22.38,39.26,42.94
2012-04-09 16:30:00,1036,0.143,0.77,0.955,45.58,39.64,30.8,26.84,43.29,44.24907,55.18848,12.4,22.36,39.35,42.96
2012-04-09 17:00:00,1037,0.141,0.774,0.956,42.91,39.18,31.27,27.3,40.33,36.49467,17.34096,12.44,22.3,39.44,42.97
2012-04-09 17:30:00,1038,0.14,0.778,0.957,42.02,38.78,31.56,27.54,41.17,35.12156,21.24367,12.44,22.26,39.51,42.99
2012-04-09 18:00:00,1039,0.139,0.781,0.957,40.78,38.29,31.87,27.81,40.86,10.49661,5.546124,12.44,22.21,39.57,43.01
2012-04-09 18:30:00,1040,0.138,0.783,0.958,38.36,37.45,32.49,28.38,37,-63.9128,-39.03027,12.4,22.16,39.62,43.02
2012-04-09 19:00:00,1041,0.136,0.785,0.959,35.61,36.37,32.7,28.86,32.9,-75.49352,-53.22026,12.46,22.08,39.66,43.04
2012-04-09 19:30:00,1042,0.134,0.785,0.96,33.38,35.24,32.72,29.15,29.94,-83.08885,-62.72308,12.48,22,39.67,43.05
2012-04-09 20:00:00,1043,0.132,0.786,0.961,31.6,34.15,32.67,29.3,27.67,-85.55579,-66.15878,12.5,21.94,39.68,43.06
2012-04-09 20:30:00,1044,0.131,0.786,0.961,30.08,33.14,32.53,29.49,25.51,-89.11242,-68.69798,12.52,21.88,39.68,43.08
2012-04-09 21:00:00,1045,0.13,0.785,0.962,28.8,32.19,32.32,29.64,23.75,-86.6114,-68.15353,12.53,21.82,39.67,43.09
2012-04-09 21:30:00,1046,0.128,0.784,0.962,27.75,31.33,32.05,29.72,22.74,-81.37482,-65.69012,12.5,21.78,39.64,43.1
2012-04-09 22:00:00,1047,0.127,0.783,0.963,26.83,30.54,31.76,29.76,22,-83.59061,-66.49081,12.56,21.73,39.61,43.11
2012-04-09 22:30:00,1048,0.126,0.781,0.963,25.91,29.8,31.45,29.77,21.11,-83.48707,-66.81895,12.52,21.69,39.58,43.11
2012-04-09 23:00:00,1049,0.126,0.779,0.963,25.13,29.14,31.12,29.75,20.55,-81.88593,-65.8019,12.58,21.66,39.54,43.12
2012-04-09 23:30:00,1050,0.125,0.777,0.964,24.39,28.49,30.81,29.73,19.71,-82.74526,-65.92638,12.59,21.62,39.49,43.12
2012-04-10 00:00:00,1051,0.124,0.774,0.964,23.68,27.85,30.46,29.64,19.07,-81.78831,-65.40529,12.6,21.59,39.45,43.12
2012-04-10 00:30:00,1052,0.123,0.772,0.964,23.03,27.3,30.11,29.53,18.54,-79.84119,-63.96084,12.56,21.56,39.4,43.12
2012-04-10 01:00:00,1053,0.123,0.77,0.964,22.5,26.73,29.75,29.42,18.46,-75.00624,-61.91642,12.61,21.53,39.35,43.12
2012-04-10 01:30:00,1054,0.122,0.767,0.963,22.01,26.2,29.46,29.32,18.1,-76.75113,-61.36703,12.62,21.51,39.3,43.12
2012-04-10 02:00:00,1055,0.121,0.765,0.963,21.5,25.77,29.11,29.17,17.45,-76.85151,-60.98022,12.63,21.48,39.25,43.11
2012-04-10 02:30:00,1056,0.121,0.762,0.963,21.02,25.28,28.79,29.04,16.95,-75.25876,-60.21806,12.64,21.46,39.19,43.11
2012-04-10 03:00:00,1057,0.12,0.76,0.963,20.65,24.86,28.46,28.89,16.73,-72.08847,-57.76783,12.64,21.44,39.14,43.11
2012-04-10 03:30:00,1058,0.12,0.757,0.963,20.28,24.48,28.15,28.74,16.44,-70.79077,-56.38868,12.59,21.42,39.09,43.1
